responseid,starttime,endtime,verbal,direction,condition,consent,check,gender,age,answer,dv,extreme,stock
R_28A1vGkEXoConje,3/30/2018 14:33,3/30/2018 14:36,0,1,numeric with direction,1,4,2,29,1,7,0,VET
R_2VC8tOItaneuhtY,3/30/2018 12:43,3/30/2018 12:44,0,1,numeric with direction,1,4,1,31,2,8,1,TEP
R_1JJIL1nlx9mh2cl,3/30/2018 9:38,3/30/2018 9:40,0,1,numeric with direction,1,4,1,21,1,7,0,FII
R_2akLsIU2oCLEbn0,3/30/2018 12:43,3/30/2018 12:47,0,1,numeric with direction,1,4,1,30,1,7,0,UFS
R_1EcG4GiujACNYjc,3/30/2018 9:39,3/30/2018 9:41,0,1,numeric with direction,1,4,2,58,1,7,0,RHI
R_1jWmkcYavIzzTGB,3/30/2018 9:44,3/30/2018 9:45,0,1,numeric with direction,1,4,1,24,2,6,0,UFS
R_AI4mrQJ63b5yD8R,3/30/2018 14:28,3/30/2018 14:31,0,1,numeric with direction,1,4,1,50,2,7,0,UFS
R_31a8IqrQ1dsIxvs,3/30/2018 9:24,3/30/2018 9:27,0,1,numeric with direction,1,4,1,43,1,6,0,SCI
R_1i2LmurF8bqRlag,3/30/2018 10:16,3/30/2018 10:18,0,1,numeric with direction,1,4,1,45,2,7,0,FII
R_9NTEC3KAORocTLz,3/30/2018 10:25,3/30/2018 10:26,0,1,numeric with direction,1,4,1,24,2,7,0,SCI
R_1IErSaDb1Z0t1ha,3/30/2018 9:54,3/30/2018 9:56,0,1,numeric with direction,1,4,1,39,2,7,0,HEP
R_12DxoykdIi6rbs3,3/30/2018 14:30,3/30/2018 14:31,0,1,numeric with direction,1,4,2,25,1,6,0,UFS
R_1M5SiggqBpngcRJ,3/30/2018 13:27,3/30/2018 13:30,0,1,numeric with direction,1,4,1,44,2,7,0,SCI
R_3qlK2yRVjFA1xua,3/30/2018 11:09,3/30/2018 11:11,0,1,numeric with direction,1,4,2,59,1,6,0,HEP
R_3Pz5ZNbhS0xeUEr,3/30/2018 12:23,3/30/2018 12:26,0,1,numeric with direction,1,4,2,59,1,7,0,GIL
R_3nNQ6yi02gm19qR,3/30/2018 9:43,3/30/2018 9:47,0,1,numeric with direction,1,4,1,43,1,6,0,VET
R_XyTCWtleQy5v9FT,3/30/2018 10:17,3/30/2018 10:19,0,1,numeric with direction,1,4,1,28,2,7,0,LPT
R_4OvyhIquWL0l95f,3/30/2018 9:27,3/30/2018 10:28,0,1,numeric with direction,1,4,1,25,1,6,0,SCI
R_YRcugD6i90Wdwqt,3/30/2018 9:34,3/30/2018 9:35,0,1,numeric with direction,1,4,2,36,1,7,0,UFS
R_Wquec35vE4rX4it,3/30/2018 11:00,3/30/2018 11:06,0,1,numeric with direction,1,4,1,54,2,7,0,RHI
R_2Yu05CFunBt3QMk,3/30/2018 9:24,3/30/2018 9:26,0,1,numeric with direction,1,4,2,27,2,7,0,FII
R_3nqRbflGPcaZcy0,3/30/2018 12:29,3/30/2018 12:32,0,1,numeric with direction,1,4,2,30,1,7,0,HEP
R_6XPxTIitgxoWBnH,3/30/2018 12:56,3/30/2018 13:00,0,1,numeric with direction,1,4,2,60,1,8,1,HEP
R_2s2WpcOOg1rDCTv,3/30/2018 12:30,3/30/2018 12:32,0,1,numeric with direction,1,4,1,50,2,7,0,GIL
R_31z5dOrwhPgzdwk,3/30/2018 10:03,3/30/2018 10:05,0,1,numeric with direction,1,4,1,31,2,7,0,TEP
R_1INqmALTfD7ebah,3/30/2018 9:45,3/30/2018 9:49,0,1,numeric with direction,1,4,1,36,2,7,0,TEP
R_T0pjUrXvtMAXe01,3/30/2018 10:10,3/30/2018 10:11,0,1,numeric with direction,1,4,2,28,2,8,1,FII
R_1f9kXM1omISG8Xb,3/30/2018 13:23,3/30/2018 13:26,0,1,numeric with direction,1,4,2,19,2,6,0,SCI
R_3rGvNy1YqZSBizv,3/30/2018 9:25,3/30/2018 9:26,0,1,numeric with direction,1,4,1,29,2,7,0,HEP
R_3rGvNy1YqZSBizv,3/30/2018 9:25,3/30/2018 9:26,0,1,numeric with direction,1,4,1,29,1,6,0,HEP
R_12au67I8axCgDtv,3/30/2018 9:50,3/30/2018 9:51,0,1,numeric with direction,1,4,2,29,1,6,0,VET
R_1l0n5Na57OfjRbr,3/30/2018 10:57,3/30/2018 11:00,0,1,numeric with direction,1,4,2,48,1,7,0,CFX
R_1K0xCtglLN8QKHh,3/30/2018 9:44,3/30/2018 9:45,0,1,numeric with direction,1,4,1,25,1,7,0,SCI
R_1IX97MlCy5nLzhb,3/30/2018 10:11,3/30/2018 10:15,0,1,numeric with direction,1,4,1,57,1,7,0,SCI
R_2D0MRtH949eikAf,3/30/2018 9:37,3/30/2018 9:39,0,1,numeric with direction,1,4,1,40,1,2,0,LPT
R_3Oj3OuzsrnnhM65,3/30/2018 11:47,3/30/2018 11:50,0,1,numeric with direction,1,4,1,30,1,7,0,FII
R_XyTCWtleQy5v9FT,3/30/2018 10:17,3/30/2018 10:19,0,1,numeric with direction,1,4,1,28,1,7,0,LPT
R_2zNl6CkElfYnV0o,3/30/2018 10:42,3/30/2018 10:44,0,1,numeric with direction,1,4,2,56,2,7,0,CFX
R_UVMJf4s4n4WKFdD,3/30/2018 9:34,3/30/2018 9:37,0,1,numeric with direction,1,4,1,36,2,7,0,SCI
R_UWT3Te28qlhbMFr,3/30/2018 9:25,3/30/2018 9:28,0,1,numeric with direction,1,4,2,59,2,7,0,CFX
R_UVMJf4s4n4WKFdD,3/30/2018 9:34,3/30/2018 9:37,0,1,numeric with direction,1,4,1,36,1,7,0,SCI
R_RQ7nvMUSLHyqz8R,3/30/2018 12:19,3/30/2018 12:21,0,1,numeric with direction,1,4,1,19,2,7,0,SCI
R_3ixIB0KQ5luqySF,3/30/2018 9:46,3/30/2018 9:47,0,1,numeric with direction,1,4,1,35,2,7,0,UFS
R_3Pz5ZNbhS0xeUEr,3/30/2018 12:23,3/30/2018 12:26,0,1,numeric with direction,1,4,2,59,2,7,0,GIL
R_1HkpnWOW0Nw948v,3/30/2018 10:22,3/30/2018 10:24,0,1,numeric with direction,1,4,2,59,2,6,0,HEP
R_3P7fCJx6hVEjmLT,3/30/2018 13:39,3/30/2018 13:41,0,1,numeric with direction,1,4,1,32,1,7,0,SCI
R_2CiUgIm6nXR7r9x,3/30/2018 10:57,3/30/2018 10:59,0,1,numeric with direction,1,4,2,52,1,8,1,LPT
R_32RWOh8Fx8SYWGN,3/30/2018 10:05,3/30/2018 10:08,0,1,numeric with direction,1,4,1,21,1,7,0,HEP
R_3JrCMYfDSdt39P0,3/30/2018 14:41,3/30/2018 14:43,0,1,numeric with direction,1,4,2,64,2,7,0,GIL
R_YSsyXCuHNpamhLH,3/30/2018 9:30,3/30/2018 9:32,0,1,numeric with direction,1,4,1,55,1,7,0,FII
R_3O1YymL8Den9wnq,3/30/2018 12:35,3/30/2018 12:37,0,1,numeric with direction,1,4,2,34,2,6,0,SCI
R_2dWIC4YCcGDyf3R,3/30/2018 9:50,3/30/2018 9:52,0,1,numeric with direction,1,4,1,42,1,7,0,TEP
R_a2BOPNcexUUTjW1,3/30/2018 9:26,3/30/2018 9:29,0,1,numeric with direction,1,4,1,19,1,6,0,LPT
R_UZ8AniSD9TBBTXP,3/30/2018 9:49,3/30/2018 9:51,0,1,numeric with direction,1,4,1,33,2,7,0,RHI
R_12au67I8axCgDtv,3/30/2018 9:50,3/30/2018 9:51,0,1,numeric with direction,1,4,2,29,2,7,0,VET
R_PFJX9PTejALNHFv,3/30/2018 13:47,3/30/2018 13:49,0,1,numeric with direction,1,4,1,26,2,7,0,CFX
R_1iqAeV2ber31XAx,3/30/2018 13:15,3/30/2018 13:17,0,1,numeric with direction,1,4,1,26,2,7,0,HEP
R_UZ8AniSD9TBBTXP,3/30/2018 9:49,3/30/2018 9:51,0,1,numeric with direction,1,4,1,33,1,7,0,RHI
R_339HzGApM8hVk0Y,3/30/2018 9:25,3/30/2018 9:29,0,1,numeric with direction,1,4,1,21,2,7,0,TEP
R_3EFIsAHHBIAbuzF,3/30/2018 11:57,3/30/2018 12:07,0,1,numeric with direction,1,4,2,30,2,7,0,UFS
R_10uaYcnc24EZb57,3/30/2018 12:26,3/30/2018 12:28,0,1,numeric with direction,1,4,1,28,2,7,0,VET
R_3nqRbflGPcaZcy0,3/30/2018 12:29,3/30/2018 12:32,0,1,numeric with direction,1,4,2,30,2,7,0,HEP
R_278SLtXOmcPbTEx,3/30/2018 9:26,3/30/2018 9:33,0,1,numeric with direction,1,4,2,39,1,6,0,HEP
R_Dv22hQGyRryuWml,3/30/2018 10:33,3/30/2018 10:35,0,1,numeric with direction,1,4,1,60,2,8,1,TEP
R_2VmD4EwFes52RRQ,3/30/2018 9:37,3/30/2018 9:40,0,1,numeric with direction,1,4,1,36,1,7,0,HEP
R_3lDmKpsULlhYUI0,3/30/2018 10:31,3/30/2018 10:33,0,1,numeric with direction,1,4,1,52,2,8,1,RHI
R_3EaHjetgikuowtx,3/30/2018 9:57,3/30/2018 10:01,0,1,numeric with direction,1,4,2,30,2,8,1,FII
R_3MsW4L3meSIWvPw,3/30/2018 12:37,3/30/2018 12:39,0,1,numeric with direction,1,4,2,59,1,7,0,LPT
R_24wypBhm0bibWwi,3/30/2018 9:31,3/30/2018 9:32,0,1,numeric with direction,1,4,1,31,2,6,0,FII
R_2UYJMvMYlGxfoQT,3/30/2018 10:12,3/30/2018 10:14,0,1,numeric with direction,1,4,2,34,2,6,0,FII
R_OHbLEzX4bxuNTvb,3/30/2018 9:26,3/30/2018 9:27,0,1,numeric with direction,1,4,2,33,1,7,0,FII
R_3kb97Nn66ZvZbVn,3/30/2018 9:46,3/30/2018 9:47,0,1,numeric with direction,1,4,1,30,2,7,0,GIL
R_3O1YymL8Den9wnq,3/30/2018 12:35,3/30/2018 12:37,0,1,numeric with direction,1,4,2,34,1,6,0,SCI
R_1mmSNEIGsrhbZ7s,3/30/2018 9:40,3/30/2018 9:42,0,1,numeric with direction,1,4,1,40,2,7,0,GIL
R_3fkobaMq7idx1vq,3/30/2018 12:07,3/30/2018 12:09,0,1,numeric with direction,1,4,2,39,1,7,0,LPT
R_1M5SiggqBpngcRJ,3/30/2018 13:27,3/30/2018 13:30,0,1,numeric with direction,1,4,1,44,1,7,0,SCI
R_3erSex3W9kDoVJh,3/30/2018 11:14,3/30/2018 11:16,0,1,numeric with direction,1,4,2,35,2,7,0,GIL
R_2cpGv89BttyOPJQ,3/30/2018 13:09,3/30/2018 13:11,0,1,numeric with direction,1,4,2,31,1,5,0,CFX
R_1MQCylwUsjGRB8L,3/30/2018 11:40,3/30/2018 11:42,0,1,numeric with direction,1,4,2,25,2,7,0,HEP
R_5uP4dzaOWY1hCtX,3/30/2018 9:34,3/30/2018 9:39,0,1,numeric with direction,1,4,2,36,2,9,1,UFS
R_2tsyfOeqImCooBS,3/30/2018 14:27,3/30/2018 14:27,0,1,numeric with direction,1,4,2,38,1,4,0,TEP
R_3CUWr5UhuJAkze9,3/30/2018 14:24,3/30/2018 14:25,0,1,numeric with direction,1,4,1,26,1,6,0,HEP
R_5yDvusshcGq4oKt,3/30/2018 11:38,3/30/2018 11:40,0,1,numeric with direction,1,4,1,31,2,8,1,GIL
R_2SvGn6wKeRrT911,3/30/2018 9:58,3/30/2018 10:00,0,1,numeric with direction,1,4,1,24,1,6,0,UFS
R_2CcZz7dzuyCvA3r,3/30/2018 13:47,3/30/2018 13:52,0,1,numeric with direction,1,4,1,27,1,7,0,VET
R_25N2u5DbMeXfS4N,3/30/2018 10:53,3/30/2018 11:02,0,1,numeric with direction,1,4,2,24,1,7,0,FII
R_3qlK2yRVjFA1xua,3/30/2018 11:09,3/30/2018 11:11,0,1,numeric with direction,1,4,2,59,2,7,0,HEP
R_9MsyZbCOkm6CgMh,3/30/2018 9:47,3/30/2018 9:52,0,1,numeric with direction,1,4,1,25,2,7,0,HEP
R_8cx1C03a7IufkTn,3/30/2018 13:53,3/30/2018 13:55,0,1,numeric with direction,1,4,2,61,2,7,0,HEP
R_2S6RfKvs9Oa8eXn,3/30/2018 9:33,3/30/2018 9:35,0,1,numeric with direction,1,4,1,27,2,7,0,LPT
R_3QLE8PMhqhBecMD,3/30/2018 14:20,3/30/2018 14:23,0,1,numeric with direction,1,4,2,60,1,7,0,CFX
R_2VC8tOItaneuhtY,3/30/2018 12:43,3/30/2018 12:44,0,1,numeric with direction,1,4,1,31,1,8,1,TEP
R_e9iB1h5nilS6pPj,3/30/2018 9:40,3/30/2018 9:44,0,1,numeric with direction,1,4,2,56,2,8,1,HEP
R_1gFrDn2BFSk7RCq,3/30/2018 9:35,3/30/2018 9:38,0,1,numeric with direction,1,4,2,28,1,7,0,GIL
R_3NxjbwvvxORrBp4,3/30/2018 11:54,3/30/2018 11:56,0,1,numeric with direction,1,4,2,44,1,6,0,VET
R_3oOfu3GRWCFQ79I,3/30/2018 9:35,3/30/2018 9:37,0,1,numeric with direction,1,4,2,65,2,10,1,CFX
R_3oN3SQ5E5MaTAJF,3/30/2018 10:19,3/30/2018 10:20,0,1,numeric with direction,1,4,1,33,1,6,0,TEP
R_2CiUgIm6nXR7r9x,3/30/2018 10:57,3/30/2018 10:59,0,1,numeric with direction,1,4,2,52,2,7,0,LPT
R_2Cj33oKBiKTJmfP,3/30/2018 9:28,3/30/2018 9:30,0,1,numeric with direction,1,4,2,64,2,7,0,GIL
R_1GUJeWTJi54IXlq,3/30/2018 9:33,3/30/2018 9:35,0,1,numeric with direction,1,4,1,23,1,7,0,FII
R_1GPKL8mplsM8glL,3/30/2018 11:19,3/30/2018 11:22,0,1,numeric with direction,1,4,2,50,2,7,0,LPT
R_1mqMUrQGmjvAl9I,3/30/2018 10:54,3/30/2018 10:56,0,1,numeric with direction,1,4,2,52,2,2,0,RHI
R_3CVmJJ1B9sDATfc,3/30/2018 13:19,3/30/2018 13:22,0,1,numeric with direction,1,4,1,46,2,7,0,LPT
R_27agZllucuKyQQl,3/30/2018 9:52,3/30/2018 9:54,0,1,numeric with direction,1,4,1,38,2,7,0,UFS
R_3JIrxYDry06jAxe,3/30/2018 10:02,3/30/2018 10:10,0,1,numeric with direction,1,4,1,33,2,6,0,TEP
R_3J8cebmyBu57qhc,3/30/2018 13:41,3/30/2018 13:48,0,1,numeric with direction,1,4,2,45,1,8,1,RHI
R_1pGNowoXzOytXEt,3/30/2018 14:11,3/30/2018 14:12,0,1,numeric with direction,1,4,2,30,1,8,1,LPT
R_4OvyhIquWL0l95f,3/30/2018 9:27,3/30/2018 10:28,0,1,numeric with direction,1,4,1,25,2,7,0,SCI
R_T0pjUrXvtMAXe01,3/30/2018 10:10,3/30/2018 10:11,0,1,numeric with direction,1,4,2,28,1,8,1,FII
R_W82NI91uOwWxPXP,3/30/2018 9:24,3/30/2018 9:25,0,1,numeric with direction,1,4,1,34,2,7,0,GIL
R_3rGUoWn75GfsxYr,3/30/2018 10:15,3/30/2018 10:17,0,1,numeric with direction,1,4,1,46,2,7,0,CFX
R_5yTyygKsAzlkc3D,3/30/2018 10:46,3/30/2018 10:48,0,1,numeric with direction,1,4,1,26,1,7,0,UFS
R_1pGNowoXzOytXEt,3/30/2018 14:11,3/30/2018 14:12,0,1,numeric with direction,1,4,2,30,2,9,1,LPT
R_YSsyXCuHNpamhLH,3/30/2018 9:30,3/30/2018 9:32,0,1,numeric with direction,1,4,1,55,2,8,1,FII
R_RQ7nvMUSLHyqz8R,3/30/2018 12:19,3/30/2018 12:21,0,1,numeric with direction,1,4,1,19,1,7,0,SCI
R_1Cl79Du8zHCrZ5N,3/30/2018 9:25,3/30/2018 9:31,0,1,numeric with direction,1,4,2,63,2,7,0,VET
R_2qwwntySKkCn7lD,3/30/2018 13:22,3/30/2018 13:24,0,1,numeric with direction,1,4,1,74,1,7,0,HEP
R_1IfPoitV0Q0tWyE,3/30/2018 11:30,3/30/2018 11:32,0,1,numeric with direction,1,4,1,27,2,7,0,VET
R_1hTfO2y51fWZmRP,3/30/2018 9:28,3/30/2018 9:30,0,1,numeric with direction,1,4,1,31,1,7,0,UFS
R_yQpERC2vPwlCZ4l,3/30/2018 9:47,3/30/2018 9:49,0,1,numeric with direction,1,4,1,26,2,7,0,SCI
R_1IfPoitV0Q0tWyE,3/30/2018 11:30,3/30/2018 11:32,0,1,numeric with direction,1,4,1,27,1,7,0,VET
R_1JR7Pc3rcQbp2zr,3/30/2018 9:33,3/30/2018 9:35,0,1,numeric with direction,1,4,1,30,1,7,0,FII
R_21zbouO5Lj5Kfrg,3/30/2018 9:37,3/30/2018 9:40,0,1,numeric with direction,1,4,1,81,2,8,1,CFX
R_3n1bgxX7aRoO2Ci,3/30/2018 11:22,3/30/2018 11:23,0,1,numeric with direction,1,4,1,25,1,7,0,SCI
R_Wquec35vE4rX4it,3/30/2018 11:00,3/30/2018 11:06,0,1,numeric with direction,1,4,1,54,1,7,0,RHI
R_2VkdjiFbbIDBe5U,3/30/2018 10:01,3/30/2018 10:02,0,1,numeric with direction,1,4,2,36,2,7,0,VET
R_1r21cySFOE3E6MM,3/30/2018 10:12,3/30/2018 10:14,0,1,numeric with direction,1,4,2,32,2,7,0,TEP
R_vAF8S1sAlRKkGIN,3/30/2018 10:55,3/30/2018 10:56,0,1,numeric with direction,1,4,1,25,2,7,0,TEP
R_3qK9HVRKZCal78G,3/30/2018 10:38,3/30/2018 10:39,0,1,numeric with direction,1,4,2,37,1,10,1,LPT
R_1FP9AgW3bFc1sOp,3/30/2018 9:58,3/30/2018 10:00,0,1,numeric with direction,1,4,1,32,1,8,1,SCI
R_2anatdBoExFdzhl,3/30/2018 9:59,3/30/2018 10:02,0,1,numeric with direction,1,4,1,37,1,7,0,FII
R_24jk2Xbuj2DgdSV,3/30/2018 9:38,3/30/2018 9:41,0,1,numeric with direction,1,4,1,30,1,9,1,CFX
R_24jk2Xbuj2DgdSV,3/30/2018 9:38,3/30/2018 9:41,0,1,numeric with direction,1,4,1,30,2,9,1,CFX
R_yvVHlQnHSsm9KgN,3/30/2018 10:14,3/30/2018 10:16,0,1,numeric with direction,1,4,2,24,2,8,1,SCI
R_1mqMUrQGmjvAl9I,3/30/2018 10:54,3/30/2018 10:56,0,1,numeric with direction,1,4,2,52,1,2,0,RHI
R_yDSAqbQSCTMZCp3,3/30/2018 10:45,3/30/2018 10:46,0,1,numeric with direction,1,4,2,31,1,7,0,VET
R_1hTfO2y51fWZmRP,3/30/2018 9:28,3/30/2018 9:30,0,1,numeric with direction,1,4,1,31,2,7,0,UFS
R_3I3InUrNsBYv03j,3/30/2018 10:02,3/30/2018 10:05,0,1,numeric with direction,1,4,1,51,2,9,1,RHI
R_DzXYnnYanUpH9WV,3/30/2018 13:27,3/30/2018 13:29,0,1,numeric with direction,1,4,1,39,1,7,0,CFX
R_1GPKL8mplsM8glL,3/30/2018 11:19,3/30/2018 11:22,0,1,numeric with direction,1,4,2,50,1,6,0,LPT
R_3erSex3W9kDoVJh,3/30/2018 11:14,3/30/2018 11:16,0,1,numeric with direction,1,4,2,35,1,7,0,GIL
R_3J8cebmyBu57qhc,3/30/2018 13:41,3/30/2018 13:48,0,1,numeric with direction,1,4,2,45,2,7,0,RHI
R_1OUJOY7Zno0ZGox,3/30/2018 11:50,3/30/2018 11:54,0,1,numeric with direction,1,4,2,44,2,7,0,LPT
R_27agZllucuKyQQl,3/30/2018 9:52,3/30/2018 9:54,0,1,numeric with direction,1,4,1,38,1,6,0,UFS
R_1BUV26VXVKcGMZZ,3/30/2018 11:08,3/30/2018 11:10,0,1,numeric with direction,1,4,1,34,1,7,0,SCI
R_28A1vGkEXoConje,3/30/2018 14:33,3/30/2018 14:36,0,1,numeric with direction,1,4,2,29,2,7,0,VET
R_2fpT8n4ECWvrRZw,3/30/2018 14:39,3/30/2018 14:41,0,1,numeric with direction,1,4,1,55,1,5,0,LPT
R_3QLE8PMhqhBecMD,3/30/2018 14:20,3/30/2018 14:23,0,1,numeric with direction,1,4,2,60,2,7,0,CFX
R_1IrS9Yi9jq5qhQg,3/30/2018 13:10,3/30/2018 13:11,0,1,numeric with direction,1,4,2,42,2,7,0,GIL
R_1i9wfb3fuOtT4KT,3/30/2018 13:19,3/30/2018 13:22,0,1,numeric with direction,1,4,1,20,2,5,0,UFS
R_3fvo5Hw5vh1qWcY,3/30/2018 12:16,3/30/2018 12:19,0,1,numeric with direction,1,4,2,54,1,7,0,CFX
R_2D7DSpJqzg0t9el,3/30/2018 9:57,3/30/2018 9:58,0,1,numeric with direction,1,4,1,33,2,3,0,SCI
R_1hWQwvNaGj7k1h0,3/30/2018 9:38,3/30/2018 9:41,0,1,numeric with direction,1,4,1,30,2,9,1,TEP
R_2VkdjiFbbIDBe5U,3/30/2018 10:01,3/30/2018 10:02,0,1,numeric with direction,1,4,2,36,1,6,0,VET
R_3JIrxYDry06jAxe,3/30/2018 10:02,3/30/2018 10:10,0,1,numeric with direction,1,4,1,33,1,5,0,TEP
R_1kOKoC4761HuiSm,3/30/2018 11:44,3/30/2018 11:46,0,1,numeric with direction,1,4,2,25,2,8,1,CFX
R_1EajUPTDByU7JFz,3/30/2018 13:50,3/30/2018 13:53,0,1,numeric with direction,1,4,1,39,2,7,0,FII
R_24wypBhm0bibWwi,3/30/2018 9:31,3/30/2018 9:32,0,1,numeric with direction,1,4,1,31,1,6,0,FII
R_2fBBbea7rovRRET,3/30/2018 14:22,3/30/2018 14:24,0,1,numeric with direction,1,4,1,39,2,6,0,SCI
R_vribrGcgyGaIQcF,3/30/2018 9:36,3/30/2018 9:38,0,1,numeric with direction,1,4,1,40,1,7,0,HEP
R_CZvYtKEefdngGf7,3/30/2018 11:02,3/30/2018 11:04,0,1,numeric with direction,1,4,2,56,1,7,0,LPT
R_2CcZz7dzuyCvA3r,3/30/2018 13:47,3/30/2018 13:52,0,1,numeric with direction,1,4,1,27,2,7,0,VET
R_3rVANbQ3yNQbD2h,3/30/2018 11:11,3/30/2018 11:13,0,1,numeric with direction,1,4,2,51,2,9,1,GIL
R_1mxvr5XWNQUbniD,3/30/2018 9:48,3/30/2018 9:49,0,1,numeric with direction,1,4,2,49,1,7,0,TEP
R_32LqAKuPWaO7gNi,3/30/2018 11:24,3/30/2018 11:27,0,1,numeric with direction,1,4,2,27,2,7,0,SCI
R_1PbdjSaxMA1paac,3/30/2018 10:52,3/30/2018 10:55,0,1,numeric with direction,1,4,2,28,2,7,0,HEP
R_1i8voXDFQIlSb5E,3/30/2018 13:15,3/30/2018 13:16,0,1,numeric with direction,1,4,2,32,2,7,0,GIL
R_2pLkUSK0hhmuMPt,3/30/2018 10:51,3/30/2018 10:54,0,1,numeric with direction,1,4,2,28,1,7,0,CFX
R_2E5J4lhevb2pm9m,3/30/2018 13:43,3/30/2018 13:46,0,1,numeric with direction,1,4,2,30,1,7,0,TEP
R_1BR76dKXDVN5ufh,3/30/2018 9:52,3/30/2018 9:53,0,1,numeric with direction,1,4,1,22,1,7,0,CFX
R_3CVmJJ1B9sDATfc,3/30/2018 13:19,3/30/2018 13:22,0,1,numeric with direction,1,4,1,46,1,7,0,LPT
R_1INqmALTfD7ebah,3/30/2018 9:45,3/30/2018 9:49,0,1,numeric with direction,1,4,1,36,1,7,0,TEP
R_OoJCb7TNezPjujn,3/30/2018 11:05,3/30/2018 11:08,0,1,numeric with direction,1,4,2,53,2,7,0,HEP
R_OoJCb7TNezPjujn,3/30/2018 11:05,3/30/2018 11:08,0,1,numeric with direction,1,4,2,53,1,7,0,HEP
R_BLlJ3PcU50zAwU1,3/30/2018 14:18,3/30/2018 14:21,0,1,numeric with direction,1,4,2,49,2,8,1,UFS
R_1r21cySFOE3E6MM,3/30/2018 10:12,3/30/2018 10:14,0,1,numeric with direction,1,4,2,32,1,7,0,TEP
R_10IzZ3zbKZZA6XI,3/30/2018 10:03,3/30/2018 10:10,0,1,numeric with direction,1,4,2,49,2,9,1,CFX
R_3HNwFeaPTzKhDxv,3/30/2018 9:40,3/30/2018 9:44,0,1,numeric with direction,1,4,2,47,2,9,1,GIL
R_2YsJiL0WepckVK5,3/30/2018 13:30,3/30/2018 13:32,0,1,numeric with direction,1,4,2,28,1,7,0,TEP
R_9MsyZbCOkm6CgMh,3/30/2018 9:47,3/30/2018 9:52,0,1,numeric with direction,1,4,1,25,1,7,0,HEP
R_1kOKoC4761HuiSm,3/30/2018 11:44,3/30/2018 11:46,0,1,numeric with direction,1,4,2,25,1,7,0,CFX
R_278SLtXOmcPbTEx,3/30/2018 9:26,3/30/2018 9:33,0,1,numeric with direction,1,4,2,39,2,6,0,HEP
R_2cpGv89BttyOPJQ,3/30/2018 13:09,3/30/2018 13:11,0,1,numeric with direction,1,4,2,31,2,5,0,CFX
R_2Cj33oKBiKTJmfP,3/30/2018 9:28,3/30/2018 9:30,0,1,numeric with direction,1,4,2,64,1,7,0,GIL
R_3EKFWLfloanJrvd,3/30/2018 10:29,3/30/2018 10:32,0,1,numeric with direction,1,4,2,31,2,8,1,VET
R_2TyEcQEfwpmP7fr,3/30/2018 9:56,3/30/2018 9:58,0,1,numeric with direction,1,4,2,33,1,7,0,RHI
R_3LiHiu0EsHwLkTD,3/30/2018 9:36,3/30/2018 9:38,0,1,numeric with direction,1,4,1,25,2,6,0,VET
R_1j8v1fkgWUmJArk,3/30/2018 10:38,3/30/2018 10:40,0,1,numeric with direction,1,4,1,37,1,7,0,SCI
R_2WupAOTapGZeItR,3/30/2018 11:05,3/30/2018 11:07,0,1,numeric with direction,1,4,2,36,1,7,0,LPT
R_5yDvusshcGq4oKt,3/30/2018 11:38,3/30/2018 11:40,0,1,numeric with direction,1,4,1,31,1,7,0,GIL
R_31z5dOrwhPgzdwk,3/30/2018 10:03,3/30/2018 10:05,0,1,numeric with direction,1,4,1,31,1,7,0,TEP
R_1IrS9Yi9jq5qhQg,3/30/2018 13:10,3/30/2018 13:11,0,1,numeric with direction,1,4,2,42,1,7,0,GIL
R_339HzGApM8hVk0Y,3/30/2018 9:25,3/30/2018 9:29,0,1,numeric with direction,1,4,1,21,1,7,0,TEP
R_3KDWDGzM2eez44T,3/30/2018 9:42,3/30/2018 9:44,0,1,numeric with direction,1,4,2,66,2,7,0,VET
R_3jUS9jZ0sFiq2IF,3/30/2018 11:04,3/30/2018 11:06,0,1,numeric with direction,1,4,2,37,2,8,1,FII
R_2VObhdeZfb4vjhB,3/30/2018 11:34,3/30/2018 11:37,0,1,numeric with direction,1,4,2,38,2,7,0,FII
R_2BxlPCbRLrZJy3J,3/30/2018 9:30,3/30/2018 9:31,0,1,numeric with direction,1,4,1,64,1,6,0,VET
R_2VmD4EwFes52RRQ,3/30/2018 9:37,3/30/2018 9:40,0,1,numeric with direction,1,4,1,36,2,8,1,HEP
R_3n1bgxX7aRoO2Ci,3/30/2018 11:22,3/30/2018 11:23,0,1,numeric with direction,1,4,1,25,2,7,0,SCI
R_2D0MRtH949eikAf,3/30/2018 9:37,3/30/2018 9:39,0,1,numeric with direction,1,4,1,40,2,2,0,LPT
R_2tfES8YM4Do4xBw,3/30/2018 10:50,3/30/2018 10:52,0,1,numeric with direction,1,4,2,39,1,7,0,SCI
R_2VQpW9IYyUj3mso,3/30/2018 9:48,3/30/2018 9:52,0,1,numeric with direction,1,4,1,56,1,7,0,GIL
R_1i2LmurF8bqRlag,3/30/2018 10:16,3/30/2018 10:18,0,1,numeric with direction,1,4,1,45,1,7,0,FII
R_1gSFhZlrtjaBVhn,3/30/2018 9:39,3/30/2018 9:42,0,1,numeric with direction,1,4,1,41,2,6,0,RHI
R_1OW8nkLf6rh9X8g,3/30/2018 11:29,3/30/2018 11:30,0,1,numeric with direction,1,4,2,66,1,6,0,CFX
